"","ID","GALGAL","GOterm","fullgo"
"1029","GALGAL_R01067",NA,NA,"                 NA"
"1030","GALGAL_R01068","GALGAL_R01068",5,"GO:0004176; ATP-dependent peptidase activity; function GO:0004252; serine-type endopeptidase activity; function GO:0005524; ATP binding; function GO:0006508; proteolysis; process GO:0030163; protein catabolic process; process             NA"
"1031","GALGAL_R01069","GALGAL_R01069",1,"GO:0005515; protein binding; function                 NA"
"1032","GALGAL_R01070","GALGAL_R01070",2,"GO:0005515; protein binding; function GO:0005923; bicellular tight junction; component                NA"
"1033","GALGAL_R01071","GALGAL_R01071",3,"GO:0003676; nucleic acid binding; function GO:0005634; nucleus; component GO:0008270; zinc ion binding; function               NA"
"1034","GALGAL_R01072","GALGAL_R01072",2,"GO:0015031; protein transport; process GO:0016021; integral component of membrane; component                NA"
"1035","GALGAL_R01073",NA,NA,"                 NA"
"1036","GALGAL_R01074","GALGAL_R01074",3,"GO:0005515; protein binding; function GO:0005737; cytoplasm; component GO:0006897; endocytosis; process               NA"
"1037","GALGAL_R01075","GALGAL_R01075",1,"GO:0005515; protein binding; function                 NA"
"1038","GALGAL_R01076","GALGAL_R01076",1,"GO:0005515; protein binding; function                 NA"
"1039","GALGAL_R01077","GALGAL_R01077",1,"GO:0005515; protein binding; function                 NA"
"1040","GALGAL_R01078",NA,NA,"                 NA"
"1041","GALGAL_R01079","GALGAL_R01079",4,"GO:0000187; activation of MAPK activity; process GO:0005515; protein binding; function GO:0030971; receptor tyrosine kinase binding; function GO:0035556; intracellular signal transduction; process              NA"
"1042","GALGAL_R01080","GALGAL_R01080",3,"GO:0003677; DNA binding; function GO:0003899; DNA-directed 5'-3' RNA polymerase activity; function GO:0006351; transcription, DNA-templated; process               NA"
"1043","GALGAL_R01081",NA,NA,"                 NA"
"1044","GALGAL_R01082","GALGAL_R01082",3,"GO:0004222; metalloendopeptidase activity; function GO:0006508; proteolysis; process GO:0008233; peptidase activity; function               NA"
"1045","GALGAL_R01083","GALGAL_R01083",4,"GO:0003774; motor activity; function GO:0005515; protein binding; function GO:0005524; ATP binding; function GO:0016459; myosin complex; component              NA"
"1046","GALGAL_R01084","GALGAL_R01084",1,"GO:0006355; regulation of transcription, DNA-templated; process                 NA"
"1047","GALGAL_R01085",NA,NA,"                 NA"
"1048","GALGAL_R01086","GALGAL_R01086",1,"GO:0005515; protein binding; function                 NA"
"1049","GALGAL_R01087","GALGAL_R01087",1,"GO:0003676; nucleic acid binding; function                 NA"
"1050","GALGAL_R01088",NA,NA,"                 NA"
"1051","GALGAL_R01089","GALGAL_R01089",5,"GO:0005524; ATP binding; function GO:0016021; integral component of membrane; component GO:0016887; ATPase activity; function GO:0042626; ATPase activity, coupled to transmembrane movement of substances; function GO:0055085; transmembrane transport; process             NA"
"1052","GALGAL_R01090","GALGAL_R01090",4,"GO:0003677; DNA binding; function GO:0003899; DNA-directed 5'-3' RNA polymerase activity; function GO:0005634; nucleus; component GO:0006351; transcription, DNA-templated; process              NA"
"1053","GALGAL_R01091","GALGAL_R01091",2,"GO:0005743; mitochondrial inner membrane; component GO:0055085; transmembrane transport; process                NA"
"1054","GALGAL_R01092","GALGAL_R01092",2,"GO:0006355; regulation of transcription, DNA-templated; process GO:0050727; regulation of inflammatory response; process                NA"
"1055","GALGAL_R01093","GALGAL_R01093",2,"GO:0005515; protein binding; function GO:0007064; mitotic sister chromatid cohesion; process                NA"
"1056","GALGAL_R01094","GALGAL_R01094",1,"GO:0005515; protein binding; function                 NA"
"1057","GALGAL_R01095","GALGAL_R01095",2,"GO:0003676; nucleic acid binding; function GO:0005524; ATP binding; function                NA"
"1058","GALGAL_R01096","GALGAL_R01096",5,"GO:0005634; nucleus; component GO:0005737; cytoplasm; component GO:0008140; cAMP response element binding protein binding; function GO:0032793; positive regulation of CREB transcription factor activity; process GO:0051289; protein homotetramerization; process             NA"
"1059","GALGAL_R01097",NA,NA,"                 NA"
"1060","GALGAL_R01098","GALGAL_R01098",4,"GO:0005515; protein binding; function GO:0005942; phosphatidylinositol 3-kinase complex; component GO:0007165; signal transduction; process GO:0035014; phosphatidylinositol 3-kinase regulator activity; function              NA"
"1061","GALGAL_R01099","GALGAL_R01099",6,"GO:0000287; magnesium ion binding; function GO:0004672; protein kinase activity; function GO:0004674; protein serine/threonine kinase activity; function GO:0005515; protein binding; function GO:0005524; ATP binding; function GO:0006468; protein phosphorylation; process            NA"
"1062","GALGAL_R01100","GALGAL_R01100",8,"GO:0004672; protein kinase activity; function GO:0004713; protein tyrosine kinase activity; function GO:0004714; transmembrane receptor protein tyrosine kinase activity; function GO:0005515; protein binding; function GO:0005524; ATP binding; function GO:0006468; protein phosphorylation; process GO:0007169; transmembrane receptor protein tyrosine kinase signaling pathway; process GO:0016020; membrane; component          NA"
"1063","GALGAL_R01101","GALGAL_R01101",1,"GO:0006355; regulation of transcription, DNA-templated; process                 NA"
"1064","GALGAL_R01102","GALGAL_R01102",3,"GO:0005261; cation channel activity; function GO:0015672; monovalent inorganic cation transport; process GO:0016020; membrane; component               NA"
"1065","GALGAL_R01103",NA,NA,"                 NA"
"1066","GALGAL_R01104",NA,NA,"                 NA"
"1067","GALGAL_R01105","GALGAL_R01105",1,"GO:0016491; oxidoreductase activity; function                 NA"
"1068","GALGAL_R01106","GALGAL_R01106",4,"GO:0003774; motor activity; function GO:0005515; protein binding; function GO:0005524; ATP binding; function GO:0016459; myosin complex; component              NA"
"1069","GALGAL_R01107","GALGAL_R01107",3,"GO:0005509; calcium ion binding; function GO:0005540; hyaluronic acid binding; function GO:0007155; cell adhesion; process               NA"
"1070","GALGAL_R01108","GALGAL_R01108",1,"GO:0003676; nucleic acid binding; function                 NA"
"1071","GALGAL_R01109",NA,NA,"                 NA"
"1072","GALGAL_R01110",NA,NA,"                 NA"
"1073","GALGAL_R01111",NA,NA,"                 NA"
"1074","GALGAL_R01112",NA,NA,"                 NA"
"1075","GALGAL_R01113",NA,NA,"                 NA"
"1076","GALGAL_R01114",NA,NA,"                 NA"
"1077","GALGAL_R01115","GALGAL_R01115",3,"GO:0004672; protein kinase activity; function GO:0005524; ATP binding; function GO:0006468; protein phosphorylation; process               NA"
"1078","GALGAL_R01116","GALGAL_R01116",8,"GO:0003774; motor activity; function GO:0005096; GTPase activator activity; function GO:0005515; protein binding; function GO:0005524; ATP binding; function GO:0007165; signal transduction; process GO:0016459; myosin complex; component GO:0035556; intracellular signal transduction; process GO:0043547; positive regulation of GTPase activity; process          NA"
"1079","GALGAL_R01117",NA,NA,"                 NA"
"1080","GALGAL_R01118","GALGAL_R01118",4,"GO:0005829; cytosol; component GO:0006508; proteolysis; process GO:0008233; peptidase activity; function GO:0016920; pyroglutamyl-peptidase activity; function              NA"
"1081","GALGAL_R01119","GALGAL_R01119",1,"GO:0005515; protein binding; function                 NA"
"1082","GALGAL_R01120",NA,NA,"                 NA"
"1083","GALGAL_R01121",NA,NA,"                 NA"
"1084","GALGAL_R01122","GALGAL_R01122",2,"GO:0008083; growth factor activity; function GO:0008406; gonad development; process                NA"
"1085","GALGAL_R01123","GALGAL_R01123",4,"GO:0005829; cytosol; component GO:0006595; polyamine metabolic process; process GO:0008073; ornithine decarboxylase inhibitor activity; function GO:0043086; negative regulation of catalytic activity; process              NA"
"1086","GALGAL_R01124",NA,NA,"                 NA"
"1087","GALGAL_R01125",NA,NA,"                 NA"
"1088","GALGAL_R01126",NA,NA,"                 NA"
"1089","GALGAL_R01127","GALGAL_R01127",4,"GO:0003735; structural constituent of ribosome; function GO:0005622; intracellular; component GO:0005840; ribosome; component GO:0006412; translation; process              NA"
"1090","GALGAL_R01128","GALGAL_R01128",1,"GO:0005515; protein binding; function                 NA"
"1091","GALGAL_R01129","GALGAL_R01129",1,"GO:0003677; DNA binding; function                 NA"
"1092","GALGAL_R01130",NA,NA,"                 NA"
"1093","GALGAL_R01131",NA,NA,"                 NA"
"1094","GALGAL_R01132","GALGAL_R01132",1,"GO:0005515; protein binding; function                 NA"
"1095","GALGAL_R01133","GALGAL_R01133",1,"GO:0005515; protein binding; function                 NA"
"1096","GALGAL_R01134","GALGAL_R01134",5,"GO:0003779; actin binding; function GO:0005515; protein binding; function GO:0005856; cytoskeleton; component GO:0007010; cytoskeleton organization; process GO:0031032; actomyosin structure organization; process             NA"
"1097","GALGAL_R01135",NA,NA,"                 NA"
"1098","GALGAL_R01136",NA,NA,"                 NA"
"1099","GALGAL_R01137","GALGAL_R01137",1,"GO:0016021; integral component of membrane; component                 NA"
"1100","GALGAL_R01138","GALGAL_R01138",2,"GO:0004222; metalloendopeptidase activity; function GO:0006508; proteolysis; process                NA"
"1101","GALGAL_R01139",NA,NA,"                 NA"
"1102","GALGAL_R01140",NA,NA,"                 NA"
"1103","GALGAL_R01141","GALGAL_R01141",1,"GO:0005515; protein binding; function                 NA"
"1104","GALGAL_R01142","GALGAL_R01142",1,"GO:0005515; protein binding; function                 NA"
"1105","GALGAL_R01143",NA,NA,"                 NA"
"1106","GALGAL_R01144","GALGAL_R01144",1,"GO:0005515; protein binding; function                 NA"
"1107","GALGAL_R01145",NA,NA,"                 NA"
"1108","GALGAL_R01146","GALGAL_R01146",2,"GO:0015293; symporter activity; function GO:0016021; integral component of membrane; component                NA"
"1109","GALGAL_R01147","GALGAL_R01147",2,"GO:0005198; structural molecule activity; function GO:0005882; intermediate filament; component                NA"
"1110","GALGAL_R01148","GALGAL_R01148",1,"GO:0005515; protein binding; function                 NA"
"1111","GALGAL_R01149","GALGAL_R01149",2,"GO:0003677; DNA binding; function GO:0016021; integral component of membrane; component                NA"
"1112","GALGAL_R01150","GALGAL_R01150",1,"GO:0008270; zinc ion binding; function                 NA"
"1113","GALGAL_R01151","GALGAL_R01151",2,"GO:0003924; GTPase activity; function GO:0005525; GTP binding; function                NA"
"1114","GALGAL_R01152","GALGAL_R01152",3,"GO:0001525; angiogenesis; process GO:0005615; extracellular space; component GO:0043066; negative regulation of apoptotic process; process               NA"
"1115","GALGAL_R01153","GALGAL_R01153",1,"GO:0008083; growth factor activity; function                 NA"
"1116","GALGAL_R01154","GALGAL_R01154",2,"GO:0003676; nucleic acid binding; function GO:0003723; RNA binding; function                NA"
"1117","GALGAL_R01155","GALGAL_R01155",2,"GO:0004197; cysteine-type endopeptidase activity; function GO:0006508; proteolysis; process                NA"
"1118","GALGAL_R01156","GALGAL_R01156",4,"GO:0005515; protein binding; function GO:0010997; anaphase-promoting complex binding; function GO:0097027; ubiquitin-protein transferase activator activity; function GO:1904668; positive regulation of ubiquitin protein ligase activity; process              NA"
"1119","GALGAL_R01157","GALGAL_R01157",7,"GO:0003677; DNA binding; function GO:0003700; DNA binding transcription factor activity; function GO:0004879; nuclear receptor activity; function GO:0005634; nucleus; component GO:0006355; regulation of transcription, DNA-templated; process GO:0008270; zinc ion binding; function GO:0043565; sequence-specific DNA binding; function           NA"
"1120","GALGAL_R01158","GALGAL_R01158",1,"GO:0018024; histone-lysine N-methyltransferase activity; function                 NA"
"1121","GALGAL_R01159","GALGAL_R01159",3,"GO:0006672; ceramide metabolic process; process GO:0016021; integral component of membrane; component GO:0016811; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides; function               NA"
"1122","GALGAL_R01160","GALGAL_R01160",3,"GO:0003677; DNA binding; function GO:0005634; nucleus; component GO:0006355; regulation of transcription, DNA-templated; process               NA"
"1123","GALGAL_R01161","GALGAL_R01161",4,"GO:0003723; RNA binding; function GO:0005634; nucleus; component GO:0006396; RNA processing; process GO:1990904; ribonucleoprotein complex; component              NA"
"1124","GALGAL_R01162",NA,NA,"                 NA"
"1125","GALGAL_R01163","GALGAL_R01163",2,"GO:0005089; Rho guanyl-nucleotide exchange factor activity; function GO:0035023; regulation of Rho protein signal transduction; process                NA"
"1126","GALGAL_R01164",NA,NA,"                 NA"
"1127","GALGAL_R01165","GALGAL_R01165",6,"GO:0004930; G-protein coupled receptor activity; function GO:0007186; G-protein coupled receptor signaling pathway; process GO:0007596; blood coagulation; process GO:0015057; thrombin-activated receptor activity; function GO:0016021; integral component of membrane; component GO:0070493; thrombin-activated receptor signaling pathway; process            NA"
"1128","GALGAL_R01166","GALGAL_R01166",2,"GO:0004252; serine-type endopeptidase activity; function GO:0006508; proteolysis; process                NA"
"1129","GALGAL_R01167",NA,NA,"                 NA"
"1130","GALGAL_R01168","GALGAL_R01168",4,"GO:0004252; serine-type endopeptidase activity; function GO:0006508; proteolysis; process GO:0008219; cell death; process GO:0008236; serine-type peptidase activity; function              NA"
"1131","GALGAL_R01169","GALGAL_R01169",1,"GO:0003676; nucleic acid binding; function                 NA"
"1132","GALGAL_R01170","GALGAL_R01170",3,"GO:0006886; intracellular protein transport; process GO:0016192; vesicle-mediated transport; process GO:0030131; clathrin adaptor complex; component               NA"
"1133","GALGAL_R01171",NA,NA,"                 NA"
"1134","GALGAL_R01172","GALGAL_R01172",2,"GO:0003924; GTPase activity; function GO:0005525; GTP binding; function                NA"
"1135","GALGAL_R01173",NA,NA,"                 NA"
"1136","GALGAL_R01174","GALGAL_R01174",4,"GO:0004252; serine-type endopeptidase activity; function GO:0006508; proteolysis; process GO:0008219; cell death; process GO:0008236; serine-type peptidase activity; function              NA"
"1137","GALGAL_R01175",NA,NA,"                 NA"
"1138","GALGAL_R01176","GALGAL_R01176",7,"GO:0003677; DNA binding; function GO:0003700; DNA binding transcription factor activity; function GO:0005634; nucleus; component GO:0006355; regulation of transcription, DNA-templated; process GO:0030968; endoplasmic reticulum unfolded protein response; process GO:0035497; cAMP response element binding; function GO:0045944; positive regulation of transcription by RNA polymerase II; process           NA"
"1139","GALGAL_R01177","GALGAL_R01177",2,"GO:0008270; zinc ion binding; function GO:0019789; SUMO transferase activity; function                NA"
"1140","GALGAL_R01178",NA,NA,"                 NA"
"1141","GALGAL_R01179","GALGAL_R01179",1,"GO:0008083; growth factor activity; function                 NA"
"1142","GALGAL_R01180","GALGAL_R01180",3,"GO:0003700; DNA binding transcription factor activity; function GO:0006355; regulation of transcription, DNA-templated; process GO:0043565; sequence-specific DNA binding; function               NA"
"1143","GALGAL_R01181",NA,NA,"                 NA"
"1144","GALGAL_R01182","GALGAL_R01182",1,"GO:0031224; intrinsic component of membrane; component                 NA"
"1145","GALGAL_R01183","GALGAL_R01183",4,"GO:0003700; DNA binding transcription factor activity; function GO:0006355; regulation of transcription, DNA-templated; process GO:0008270; zinc ion binding; function GO:0043565; sequence-specific DNA binding; function              NA"
"1146","GALGAL_R01184",NA,NA,"                 NA"
"1147","GALGAL_R01185","GALGAL_R01185",1,"GO:0042981; regulation of apoptotic process; process                 NA"
"1148","GALGAL_R01186","GALGAL_R01186",2,"GO:0004252; serine-type endopeptidase activity; function GO:0006508; proteolysis; process                NA"
"1149","GALGAL_R01187","GALGAL_R01187",1,"GO:0005515; protein binding; function                 NA"
"1150","GALGAL_R01201",NA,NA,"                 NA"
"1151","GALGAL_R01202",NA,NA,"                 NA"
"1152","GALGAL_R01203","GALGAL_R01203",2,"GO:0003924; GTPase activity; function GO:0005525; GTP binding; function                NA"
"1153","GALGAL_R01204","GALGAL_R01204",3,"GO:0003872; 6-phosphofructokinase activity; function GO:0006002; fructose 6-phosphate metabolic process; process GO:0006096; glycolytic process; process               NA"
"1154","GALGAL_R01205","GALGAL_R01205",1,"GO:0003676; nucleic acid binding; function                 NA"
"1155","GALGAL_R01206","GALGAL_R01206",1,"GO:0003676; nucleic acid binding; function                 NA"
"1156","GALGAL_R01217","GALGAL_R01217",2,"GO:0005044; scavenger receptor activity; function GO:0016020; membrane; component                NA"
"1157","GALGAL_R01236","GALGAL_R01236",5,"GO:0005216; ion channel activity; function GO:0006811; ion transport; process GO:0016020; membrane; component GO:0016021; integral component of membrane; component GO:0055085; transmembrane transport; process             NA"
"1158","GALGAL_R01237","GALGAL_R01237",3,"GO:0005737; cytoplasm; component GO:0120009; intermembrane lipid transfer; process GO:0120013; intermembrane lipid transfer activity; function               NA"
"1159","GALGAL_R01238","GALGAL_R01238",3,"GO:0005328; neurotransmitter:sodium symporter activity; function GO:0006836; neurotransmitter transport; process GO:0016021; integral component of membrane; component               NA"
"1160","GALGAL_R01239",NA,NA,"                 NA"
"1161","GALGAL_R01243","GALGAL_R01243",1,"GO:0019068; virion assembly; process                 NA"
"1162","GALGAL_R01244","GALGAL_R01244",5,"GO:0003924; GTPase activity; function GO:0005200; structural constituent of cytoskeleton; function GO:0005525; GTP binding; function GO:0005874; microtubule; component GO:0007017; microtubule-based process; process             NA"
"1163","GALGAL_R01251",NA,NA,"                 NA"
"1164","GALGAL_R01255","GALGAL_R01255",2,"GO:0016491; oxidoreductase activity; function GO:0055114; oxidation-reduction process; process                NA"
"1165","GALGAL_R01256","GALGAL_R01256",5,"GO:0003677; DNA binding; function GO:0003707; steroid hormone receptor activity; function GO:0004879; nuclear receptor activity; function GO:0005634; nucleus; component GO:0006355; regulation of transcription, DNA-templated; process             NA"
"1166","GALGAL_R01257","GALGAL_R01257",8,"GO:0004672; protein kinase activity; function GO:0004713; protein tyrosine kinase activity; function GO:0004715; non-membrane spanning protein tyrosine kinase activity; function GO:0005524; ATP binding; function GO:0005856; cytoskeleton; component GO:0006468; protein phosphorylation; process GO:0016020; membrane; component GO:0035556; intracellular signal transduction; process          NA"
"1167","GALGAL_R01258","GALGAL_R01258",4,"GO:0004930; G-protein coupled receptor activity; function GO:0004984; olfactory receptor activity; function GO:0007186; G-protein coupled receptor signaling pathway; process GO:0016021; integral component of membrane; component              NA"
"1168","GALGAL_R01265","GALGAL_R01265",2,"GO:0005044; scavenger receptor activity; function GO:0016020; membrane; component                NA"
"1169","GALGAL_R01267","GALGAL_R01267",1,"GO:0005515; protein binding; function                 NA"
"1170","GALGAL_R01268","GALGAL_R01268",1,"GO:0007160; cell-matrix adhesion; process                 NA"
"1171","GALGAL_R01269","GALGAL_R01269",3,"GO:0003676; nucleic acid binding; function GO:0008270; zinc ion binding; function GO:0016032; viral process; process               NA"
"1172","GALGAL_R01270","GALGAL_R01270",2,"GO:0004190; aspartic-type endopeptidase activity; function GO:0006508; proteolysis; process                NA"
"1173","GALGAL_R01274",NA,NA,"                 NA"
"1174","GALGAL_R01278","GALGAL_R01278",3,"GO:0004114; 3',5'-cyclic-nucleotide phosphodiesterase activity; function GO:0007165; signal transduction; process GO:0008081; phosphoric diester hydrolase activity; function               NA"
"1175","GALGAL_R01282","GALGAL_R01282",1,"GO:0007276; gamete generation; process                 NA"
"1176","GALGAL_R01285","GALGAL_R01285",1,"GO:0007283; spermatogenesis; process                 NA"
"1177","GALGAL_R01287",NA,NA,"                 NA"
"1178","GALGAL_R01288",NA,NA,"                 NA"
"1179","GALGAL_R01289",NA,NA,"                 NA"
"1180","GALGAL_R01290","GALGAL_R01290",1,"GO:0017137; Rab GTPase binding; function                 NA"
"1181","GALGAL_R01294",NA,NA,"                 NA"
"1182","GALGAL_R01295","GALGAL_R01295",2,"GO:0004553; hydrolase activity, hydrolyzing O-glycosyl compounds; function GO:0005975; carbohydrate metabolic process; process                NA"
"1183","GALGAL_R01296","GALGAL_R01296",2,"GO:0016021; integral component of membrane; component GO:0055085; transmembrane transport; process                NA"
"1184","GALGAL_R01299","GALGAL_R01299",4,"GO:0005125; cytokine activity; function GO:0007259; JAK-STAT cascade; process GO:0050778; positive regulation of immune response; process GO:0051607; defense response to virus; process              NA"
"1185","GALGAL_R01300",NA,NA,"                 NA"
"1186","GALGAL_R01301",NA,NA,"                 NA"
"1187","GALGAL_R01302",NA,NA,"                 NA"
"1188","GALGAL_R01303",NA,NA,"                 NA"
"1189","GALGAL_R01305","GALGAL_R01305",3,"GO:0003677; DNA binding; function GO:0003713; transcription coactivator activity; function GO:0006355; regulation of transcription, DNA-templated; process               NA"
"1190","GALGAL_R01306",NA,NA,"                 NA"
"1191","GALGAL_R01308","GALGAL_R01308",2,"GO:0005515; protein binding; function GO:0016020; membrane; component                NA"
"1192","GALGAL_R01312",NA,NA,"                 NA"
"1193","GALGAL_R01313","GALGAL_R01313",2,"GO:0005869; dynactin complex; component GO:0007017; microtubule-based process; process                NA"
"1194","GALGAL_R01314","GALGAL_R01314",2,"GO:0005515; protein binding; function GO:0051965; positive regulation of synapse assembly; process                NA"
"1195","GALGAL_R01316","GALGAL_R01316",3,"GO:0004930; G-protein coupled receptor activity; function GO:0007186; G-protein coupled receptor signaling pathway; process GO:0016021; integral component of membrane; component               NA"
"1196","GALGAL_R01317",NA,NA,"                 NA"
"1197","GALGAL_R01318",NA,NA,"                 NA"
"1198","GALGAL_R01319","GALGAL_R01319",3,"GO:0016020; membrane; component GO:0022857; transmembrane transporter activity; function GO:0055085; transmembrane transport; process               NA"
"1199","GALGAL_R01322","GALGAL_R01322",1,"GO:0016581; NuRD complex; component                 NA"
"1200","GALGAL_R01323","GALGAL_R01323",4,"GO:0000124; SAGA complex; component GO:0005669; transcription factor TFIID complex; component GO:0006352; DNA-templated transcription, initiation; process GO:0046695; SLIK (SAGA-like) complex; component              NA"
"1201","GALGAL_R01324","GALGAL_R01324",1,"GO:0005509; calcium ion binding; function                 NA"
"1202","GALGAL_R01326","GALGAL_R01326",4,"GO:0005096; GTPase activator activity; function GO:0043087; regulation of GTPase activity; process GO:0043547; positive regulation of GTPase activity; process GO:0046580; negative regulation of Ras protein signal transduction; process              NA"
"1203","GALGAL_R01327","GALGAL_R01327",1,"GO:0007165; signal transduction; process                 NA"
"1204","GALGAL_R01329","GALGAL_R01329",6,"GO:0000166; nucleotide binding; function GO:0004812; aminoacyl-tRNA ligase activity; function GO:0004825; methionine-tRNA ligase activity; function GO:0005524; ATP binding; function GO:0006418; tRNA aminoacylation for protein translation; process GO:0006431; methionyl-tRNA aminoacylation; process            NA"
"1205","GALGAL_R01330","GALGAL_R01330",2,"GO:0003824; catalytic activity; function GO:0008152; metabolic process; process                NA"
"1206","GALGAL_R01331","GALGAL_R01331",1,"GO:0016021; integral component of membrane; component                 NA"
"1207","GALGAL_R01332","GALGAL_R01332",3,"GO:0005783; endoplasmic reticulum; component GO:0006886; intracellular protein transport; process GO:0016021; integral component of membrane; component               NA"
"1208","GALGAL_R01335","GALGAL_R01335",1,"GO:0003676; nucleic acid binding; function                 NA"
"1209","GALGAL_R01337","GALGAL_R01337",2,"GO:0005960; glycine cleavage complex; component GO:0019464; glycine decarboxylation via glycine cleavage system; process                NA"
"1210","GALGAL_R01340",NA,NA,"                 NA"
"1211","GALGAL_R01341",NA,NA,"                 NA"
"1212","GALGAL_R01344",NA,NA,"                 NA"
"1213","GALGAL_R01345","GALGAL_R01345",1,"GO:0005515; protein binding; function                 NA"
"1214","GALGAL_R01346","GALGAL_R01346",1,"GO:0019068; virion assembly; process                 NA"
"1215","GALGAL_R01347","GALGAL_R01347",1,"GO:0005515; protein binding; function                 NA"
"1216","GALGAL_R01349",NA,NA,"                 NA"
"1217","GALGAL_R01350",NA,NA,"                 NA"
"1218","GALGAL_R01353",NA,NA,"                 NA"
"1219","GALGAL_R01354",NA,NA,"                 NA"
"1220","GALGAL_R01357",NA,NA,"                 NA"
"1221","GALGAL_R01358","GALGAL_R01358",6,"GO:0000186; activation of MAPKK activity; process GO:0005615; extracellular space; component GO:0007186; G-protein coupled receptor signaling pathway; process GO:0008343; adult feeding behavior; process GO:0009267; cellular response to starvation; process GO:0032099; negative regulation of appetite; process            NA"
"1222","GALGAL_R01360","GALGAL_R01360",3,"GO:0004930; G-protein coupled receptor activity; function GO:0007186; G-protein coupled receptor signaling pathway; process GO:0016021; integral component of membrane; component               NA"
"1223","GALGAL_R01361","GALGAL_R01361",5,"GO:0005516; calmodulin binding; function GO:0006813; potassium ion transport; process GO:0015269; calcium-activated potassium channel activity; function GO:0016021; integral component of membrane; component GO:0016286; small conductance calcium-activated potassium channel activity; function             NA"
"1224","GALGAL_R01363","GALGAL_R01363",2,"GO:0003723; RNA binding; function GO:0006355; regulation of transcription, DNA-templated; process                NA"
"1225","GALGAL_R01364",NA,NA,"                 NA"
"1226","GALGAL_R01367",NA,NA,"                 NA"
"1227","GALGAL_R01368","GALGAL_R01368",4,"GO:0006629; lipid metabolic process; process GO:0008081; phosphoric diester hydrolase activity; function GO:0046475; glycerophospholipid catabolic process; process GO:0047389; glycerophosphocholine phosphodiesterase activity; function              NA"
"1228","GALGAL_R01370",NA,NA,"                 NA"
"1229","GALGAL_R01371","GALGAL_R01371",2,"GO:0006338; chromatin remodeling; process GO:0070603; SWI/SNF superfamily-type complex; component                NA"
"1230","GALGAL_R01372","GALGAL_R01372",3,"GO:0005524; ATP binding; function GO:0046034; ATP metabolic process; process GO:1902600; proton transmembrane transport; process               NA"
"1231","GALGAL_R01373","GALGAL_R01373",5,"GO:0000122; negative regulation of transcription by RNA polymerase II; process GO:0001227; transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding; function GO:0003700; DNA binding transcription factor activity; function GO:0006355; regulation of transcription, DNA-templated; process GO:0043565; sequence-specific DNA binding; function             NA"
"1232","GALGAL_R01374","GALGAL_R01374",1,"GO:0097190; apoptotic signaling pathway; process                 NA"
"1233","GALGAL_R01376","GALGAL_R01376",2,"GO:0016307; phosphatidylinositol phosphate kinase activity; function GO:0046488; phosphatidylinositol metabolic process; process                NA"
"1234","GALGAL_R01378","GALGAL_R01378",2,"GO:0003774; motor activity; function GO:0016459; myosin complex; component                NA"
"1235","GALGAL_R01379","GALGAL_R01379",6,"GO:0005515; protein binding; function GO:0006886; intracellular protein transport; process GO:0007165; signal transduction; process GO:0016197; endosomal transport; process GO:0032266; phosphatidylinositol-3-phosphate binding; function GO:0035091; phosphatidylinositol binding; function            NA"
"1236","GALGAL_R01380",NA,NA,"                 NA"
"1237","GALGAL_R01381","GALGAL_R01381",3,"GO:0005515; protein binding; function GO:0006915; apoptotic process; process GO:0042981; regulation of apoptotic process; process               NA"
"1238","GALGAL_R01382","GALGAL_R01382",2,"GO:0016021; integral component of membrane; component GO:0016485; protein processing; process                NA"
"1239","GALGAL_R01383","GALGAL_R01383",3,"GO:0005509; calcium ion binding; function GO:0042127; regulation of cell proliferation; process GO:0048306; calcium-dependent protein binding; function               NA"
"1240","GALGAL_R01384","GALGAL_R01384",4,"GO:0003723; RNA binding; function GO:0005524; ATP binding; function GO:0006955; immune response; process GO:0016740; transferase activity; function              NA"
"1241","GALGAL_R01385","GALGAL_R01385",3,"GO:0008519; ammonium transmembrane transporter activity; function GO:0015696; ammonium transport; process GO:0016020; membrane; component               NA"
"1242","GALGAL_R01386","GALGAL_R01386",2,"GO:0005540; hyaluronic acid binding; function GO:0007155; cell adhesion; process                NA"
"1243","GALGAL_R01387",NA,NA,"                 NA"
"1244","GALGAL_R01388","GALGAL_R01388",1,"GO:0005515; protein binding; function                 NA"
"1245","GALGAL_R01389","GALGAL_R01389",2,"GO:0005507; copper ion binding; function GO:0005509; calcium ion binding; function                NA"
"1246","GALGAL_R01390",NA,NA,"                 NA"
"1247","GALGAL_R01393","GALGAL_R01393",3,"GO:0005761; mitochondrial ribosome; component GO:0006915; apoptotic process; process GO:0015935; small ribosomal subunit; component               NA"
"1248","GALGAL_R01394","GALGAL_R01394",1,"GO:0070273; phosphatidylinositol-4-phosphate binding; function                 NA"
"1249","GALGAL_R01395",NA,NA,"                 NA"
"1250","GALGAL_R01396",NA,NA,"                 NA"
"1251","GALGAL_R01397","GALGAL_R01397",2,"GO:0005200; structural constituent of cytoskeleton; function GO:0005882; intermediate filament; component                NA"
"1252","GALGAL_R01399",NA,NA,"                 NA"
"1253","GALGAL_R01400",NA,NA,"                 NA"
"1254","GALGAL_R01401",NA,NA,"                 NA"
"1255","GALGAL_R01402",NA,NA,"                 NA"
"1256","GALGAL_R01403","GALGAL_R01403",1,"GO:0005515; protein binding; function                 NA"
